accessions,EC
Q9L2L4,EC:0
Q9L2L4,EC:0
A8AW52,EC:3
A8AW52,EC:3.1
A8AW52,EC:0
A8AW52,EC:0
Q8DSY7,EC:3
Q8DSY7,EC:3.1
Q8DSY7,EC:0
Q8DSY7,EC:0
Q04KW1,EC:3
Q04KW1,EC:3.1
Q04KW1,EC:0
Q04KW1,EC:0
O94622,EC:2
O94622,EC:2.4
O94622,EC:2.4.1
O94622,EC:0
P42245,EC:2
P42245,EC:2.7
P42245,EC:2.7.13
P42245,EC:2.7.13.3
P75931,EC:1
P75931,EC:0
P75931,EC:0
P75931,EC:0
Q01336,EC:3
Q01336,EC:3.2
Q01336,EC:3.2.1
Q01336,EC:0
P40788,EC:5
P40788,EC:5.1
P40788,EC:0
P40788,EC:0
Q8ZPR4,EC:1
Q8ZPR4,EC:1.1
Q8ZPR4,EC:1.1.1
Q8ZPR4,EC:1.1.1.282
Q8X5X6,EC:2
Q8X5X6,EC:2.8
Q8X5X6,EC:2.8.3
Q8X5X6,EC:2.8.3.8
O14073,EC:3
O14073,EC:3.4
O14073,EC:3.4.14
O14073,EC:0
O14075,EC:1
O14075,EC:0
O14075,EC:0
O14075,EC:0
Q8ZPV9,EC:5
Q8ZPV9,EC:5.1
Q8ZPV9,EC:5.1.3
Q8ZPV9,EC:5.1.3.15
Q9US38,EC:3
Q9US38,EC:0
Q9US38,EC:0
Q9US38,EC:0
Q9US34,EC:2
Q9US34,EC:2.6
Q9US34,EC:0
Q9US34,EC:0
P0ADU3,EC:1
P0ADU3,EC:0
P0ADU3,EC:0
P0ADU3,EC:0
P54602,EC:3
P54602,EC:3.1
P54602,EC:3.1.31
P54602,EC:0
P54604,EC:5
P54604,EC:5.4
P54604,EC:5.4.99
P54604,EC:0
P54607,EC:3
P54607,EC:3.1
P54607,EC:3.1.3
P54607,EC:0
P54608,EC:3
P54608,EC:3.5
P54608,EC:0
P54608,EC:0
P46852,EC:1
P46852,EC:1.13
P46852,EC:1.13.11
P46852,EC:1.13.11.24
P46853,EC:1
P46853,EC:0
P46853,EC:0
P46853,EC:0
O31633,EC:2
O31633,EC:2.3
O31633,EC:2.3.1
O31633,EC:2.3.1.267
P39358,EC:4
P39358,EC:4.2
P39358,EC:4.2.1
P39358,EC:4.2.1.82
Q9C0Y6,EC:1
Q9C0Y6,EC:0
Q9C0Y6,EC:0
Q9C0Y6,EC:0
Q5UNT8,EC:2
Q5UNT8,EC:2.1
Q5UNT8,EC:2.1.1
Q5UNT8,EC:0
Q9Y7M8,EC:3
Q9Y7M8,EC:3.1
Q9Y7M8,EC:0
Q9Y7M8,EC:0
O34581,EC:3
O34581,EC:3.1
O34581,EC:0
O34581,EC:0
O31916,EC:3
O31916,EC:3.4
O31916,EC:0
O31916,EC:0
P55176,EC:3
P55176,EC:3.5
P55176,EC:0
P55176,EC:0
Q12458,EC:1
Q12458,EC:1.1
Q12458,EC:1.1.1
Q12458,EC:0
Q46939,EC:2
Q46939,EC:2.3
Q46939,EC:2.3.1
Q46939,EC:2.3.1.9
Q8K930,EC:3
Q8K930,EC:3.1
Q8K930,EC:0
Q8K930,EC:0
Q056Y6,EC:3
Q056Y6,EC:3.1
Q056Y6,EC:0
Q056Y6,EC:0
Q8Y723,EC:3
Q8Y723,EC:3.1
Q8Y723,EC:0
Q8Y723,EC:0
Q8EUR7,EC:3
Q8EUR7,EC:3.1
Q8EUR7,EC:0
Q8EUR7,EC:0
A1U763,EC:3
A1U763,EC:3.1
A1U763,EC:0
A1U763,EC:0
Q6F101,EC:3
Q6F101,EC:3.1
Q6F101,EC:0
Q6F101,EC:0
B3PM70,EC:3
B3PM70,EC:3.1
B3PM70,EC:0
B3PM70,EC:0
Q1GZH0,EC:3
Q1GZH0,EC:3.1
Q1GZH0,EC:0
Q1GZH0,EC:0
B0JWX2,EC:3
B0JWX2,EC:3.1
B0JWX2,EC:0
B0JWX2,EC:0
B1MCF8,EC:3
B1MCF8,EC:3.1
B1MCF8,EC:0
B1MCF8,EC:0
Q5HNT4,EC:3
Q5HNT4,EC:3.1
Q5HNT4,EC:0
Q5HNT4,EC:0
Q49Y54,EC:3
Q49Y54,EC:3.1
Q49Y54,EC:0
Q49Y54,EC:0
Q9KXQ0,EC:3
Q9KXQ0,EC:3.1
Q9KXQ0,EC:0
Q9KXQ0,EC:0
A8AZS9,EC:3
A8AZS9,EC:3.1
A8AZS9,EC:0
A8AZS9,EC:0
Q04MP8,EC:3
Q04MP8,EC:3.1
Q04MP8,EC:0
Q04MP8,EC:0
P0A8Z9,EC:3
P0A8Z9,EC:3.1
P0A8Z9,EC:0
P0A8Z9,EC:0
P54524,EC:1
P54524,EC:0.0
P54524,EC:0
P54524,EC:0
Q02977,EC:2
Q02977,EC:2.7
Q02977,EC:2.7.10
Q02977,EC:2.7.10.2
O05408,EC:1
O05408,EC:0.0
O05408,EC:0
O05408,EC:0
O32258,EC:3
O32258,EC:3.2
O32258,EC:0
O32258,EC:0
Q11112,EC:2
Q11112,EC:2.7
Q11112,EC:2.7.10
Q11112,EC:2.7.10.2
P94361,EC:3
P94361,EC:0.0
P94361,EC:0
P94361,EC:0
P94362,EC:3
P94362,EC:3.4
P94362,EC:3.4.24
P94362,EC:0
P43403,EC:2
P43403,EC:2.7
P43403,EC:2.7.10
P43403,EC:2.7.10.2
E7F021,EC:2
E7F021,EC:2.3
E7F021,EC:2.3.1
E7F021,EC:2.3.1.225
B8A4F0,EC:2
B8A4F0,EC:2.3
B8A4F0,EC:2.3.1
B8A4F0,EC:2.3.1.225
Q7ZVN4,EC:2
Q7ZVN4,EC:2.3
Q7ZVN4,EC:2.3.1
Q7ZVN4,EC:2.3.1.225
E7F587,EC:2
E7F587,EC:2.3
E7F587,EC:2.3.1
E7F587,EC:2.3.1.225
F1QX91,EC:2
F1QX91,EC:2.3
F1QX91,EC:2.3.1
F1QX91,EC:2.3.1.225
Q7XA86,EC:2
Q7XA86,EC:2.3
Q7XA86,EC:2.3.1
Q7XA86,EC:2.3.1.225
E7EZI4,EC:2
E7EZI4,EC:2.3
E7EZI4,EC:2.3.1
E7EZI4,EC:2.3.1.225
Q9FGC7,EC:1
Q9FGC7,EC:1.14
Q9FGC7,EC:1.14.15
Q9FGC7,EC:1.14.15.21
C3VEQ2,EC:1
C3VEQ2,EC:1.14
C3VEQ2,EC:1.14.15
C3VEQ2,EC:1.14.15.21
Q0JCU7,EC:1
Q0JCU7,EC:1.14
Q0JCU7,EC:1.14.15
Q0JCU7,EC:1.14.15.21
Q02DK9,EC:7
Q02DK9,EC:7.2
Q02DK9,EC:7.2.2
Q02DK9,EC:7.2.2.20
Q88RL1,EC:7
Q88RL1,EC:7.2
Q88RL1,EC:7.2.2
Q88RL1,EC:7.2.2.20
Q1Q889,EC:7
Q1Q889,EC:7.2
Q1Q889,EC:7.2.2
Q1Q889,EC:7.2.2.20
Q1MEG2,EC:7
Q1MEG2,EC:7.2
Q1MEG2,EC:7.2.2
Q1MEG2,EC:7.2.2.20
Q1RGL1,EC:7
Q1RGL1,EC:7.2
Q1RGL1,EC:7.2.2
Q1RGL1,EC:7.2.2.20
Q68Y13,EC:7
Q68Y13,EC:7.2
Q68Y13,EC:7.2.2
Q68Y13,EC:7.2.2.20
Q5LUR8,EC:7
Q5LUR8,EC:7.2
Q5LUR8,EC:7.2.2
Q5LUR8,EC:7.2.2.20
A0JMQ9,EC:3
A0JMQ9,EC:3.4
A0JMQ9,EC:3.4.19
A0JMQ9,EC:3.4.19.12
P47917,EC:2
P47917,EC:2.1
P47917,EC:2.1.1
P47917,EC:0
B9MGI8,EC:3
B9MGI8,EC:3.5
B9MGI8,EC:3.5.99
B9MGI8,EC:3.5.99.7
B9K206,EC:3
B9K206,EC:3.5
B9K206,EC:3.5.99
B9K206,EC:3.5.99.7
A4YUJ5,EC:3
A4YUJ5,EC:3.5
A4YUJ5,EC:3.5.99
A4YUJ5,EC:3.5.99.7
A9AQJ3,EC:3
A9AQJ3,EC:3.5
A9AQJ3,EC:3.5.99
A9AQJ3,EC:3.5.99.7
R9QMW4,EC:4
R9QMW4,EC:4.2
R9QMW4,EC:4.2.3
R9QMW4,EC:4.2.3.107
R9QMW4,EC:4.2.3.113
B8NIM4,EC:4
B8NIM4,EC:4.2
B8NIM4,EC:4.2.1
B8NIM4,EC:4.2.1.10
C7ZKL6,EC:4
C7ZKL6,EC:4.2
C7ZKL6,EC:4.2.1
C7ZKL6,EC:4.2.1.10
B3EN08,EC:3
B3EN08,EC:3.2
B3EN08,EC:3.2.2
B3EN08,EC:0
A4SD50,EC:3
A4SD50,EC:3.2
A4SD50,EC:3.2.2
A4SD50,EC:0
Q8KBD5,EC:3
Q8KBD5,EC:3.2
Q8KBD5,EC:3.2.2
Q8KBD5,EC:0
A7FTE3,EC:3
A7FTE3,EC:3.2
A7FTE3,EC:3.2.2
A7FTE3,EC:0
B2THZ1,EC:3
B2THZ1,EC:3.2
B2THZ1,EC:3.2.2
B2THZ1,EC:0
A0PZK9,EC:3
A0PZK9,EC:3.2
A0PZK9,EC:3.2.2
A0PZK9,EC:0
Q39147,EC:3
Q39147,EC:3.2
Q39147,EC:3.2.2
Q39147,EC:3.2.2.21
P29372,EC:3
P29372,EC:3.2
P29372,EC:3.2.2
P29372,EC:3.2.2.21
A0AZQ0,EC:5
A0AZQ0,EC:5.1
A0AZQ0,EC:5.1.1
A0AZQ0,EC:5.1.1.8
Q3IWG2,EC:5
Q3IWG2,EC:5.1
Q3IWG2,EC:5.1.1
Q3IWG2,EC:5.1.1.8
Q7NU77,EC:5
Q7NU77,EC:5.1
Q7NU77,EC:5.1.1
Q7NU77,EC:5.1.1.8
D5SQS4,EC:5
D5SQS4,EC:5.1
D5SQS4,EC:5.1.1
D5SQS4,EC:5.1.1.8
Q4KGU2,EC:5
Q4KGU2,EC:5.1
Q4KGU2,EC:5.1.1
Q4KGU2,EC:5.1.1.8
B2VIV0,EC:3
B2VIV0,EC:3.1
B2VIV0,EC:3.1.3
B2VIV0,EC:3.1.3.89
Q9CMR5,EC:3
Q9CMR5,EC:3.1
Q9CMR5,EC:3.1.3
Q9CMR5,EC:3.1.3.89
Q8W1W9,EC:2
Q8W1W9,EC:2.3
Q8W1W9,EC:2.3.1
Q8W1W9,EC:2.3.1.172
Q9LJB4,EC:2
Q9LJB4,EC:2.3
Q9LJB4,EC:2.3.1
Q9LJB4,EC:0
Q9ZUJ5,EC:3
Q9ZUJ5,EC:3.4
Q9ZUJ5,EC:3.4.24
Q9ZUJ5,EC:0
Q0CRQ5,EC:2
Q0CRQ5,EC:2.3
Q0CRQ5,EC:2.3.1
Q0CRQ5,EC:0
D4B0N9,EC:3
D4B0N9,EC:3.1
D4B0N9,EC:3.1.1
D4B0N9,EC:3.1.1.31
Q7VR81,EC:3
Q7VR81,EC:3.1
Q7VR81,EC:3.1.1
Q7VR81,EC:3.1.1.31
O51240,EC:3
O51240,EC:3.1
O51240,EC:3.1.1
O51240,EC:3.1.1.31
Q8K9N9,EC:3
Q8K9N9,EC:3.1
Q8K9N9,EC:3.1.1
Q8K9N9,EC:3.1.1.31
O18229,EC:3
O18229,EC:3.1
O18229,EC:3.1.1
O18229,EC:3.1.1.31
Q9PKK7,EC:3
Q9PKK7,EC:3.1
Q9PKK7,EC:3.1.1
Q9PKK7,EC:3.1.1.31
O84189,EC:3
O84189,EC:3.1
O84189,EC:3.1.1
O84189,EC:3.1.1.31
Q54CJ3,EC:3
Q54CJ3,EC:3.1
Q54CJ3,EC:3.1.1
Q54CJ3,EC:3.1.1.31
K7NBW3,EC:2
K7NBW3,EC:2.4
K7NBW3,EC:2.4.1
K7NBW3,EC:2.4.1.350
U5NH37,EC:2
U5NH37,EC:2.4
U5NH37,EC:2.4.1
U5NH37,EC:2.4.1.323
U5NE19,EC:1
U5NE19,EC:1.14
U5NE19,EC:1.14.14
U5NE19,EC:1.14.14.85
P13368,EC:2
P13368,EC:2.7
P13368,EC:2.7.10
P13368,EC:2.7.10.1
O24529,EC:2
O24529,EC:2.1
O24529,EC:2.1.1
O24529,EC:2.1.1.150
C0JB03,EC:4
C0JB03,EC:4.6
C0JB03,EC:4.6.1
C0JB03,EC:0
C0JAZ4,EC:4
C0JAZ4,EC:4.6
C0JAZ4,EC:4.6.1
C0JAZ4,EC:0
K9USW8,EC:4
K9USW8,EC:4.6
K9USW8,EC:4.6.1
K9USW8,EC:0
Q7Z1N0,EC:4
Q7Z1N0,EC:4.6
Q7Z1N0,EC:4.6.1
Q7Z1N0,EC:0
Q94FB9,EC:7
Q94FB9,EC:7.6
Q94FB9,EC:7.6.2
Q94FB9,EC:7.6.2.4
Q9LJK2,EC:1
Q9LJK2,EC:1.14
Q9LJK2,EC:1.14.14
Q9LJK2,EC:1.14.14.137
Q9SBB2,EC:2
Q9SBB2,EC:2.7
Q9SBB2,EC:0
Q9SBB2,EC:0
Q9UH17,EC:3
Q9UH17,EC:3.5
Q9UH17,EC:3.5.4
Q9UH17,EC:3.5.4.38
Q9H221,EC:7
Q9H221,EC:7.6
Q9H221,EC:7.6.2
Q9H221,EC:0
P58428,EC:7
P58428,EC:7.6
P58428,EC:7.6.2
P58428,EC:0
Q9Y235,EC:3
Q9Y235,EC:3.5
Q9Y235,EC:3.5.4
Q9Y235,EC:3.5.4.36
Q99J72,EC:3
Q99J72,EC:3.5
Q99J72,EC:3.5.4
Q99J72,EC:3.5.4.38
Q497M3,EC:3
Q497M3,EC:3.5
Q497M3,EC:3.5.4
Q497M3,EC:0
Q8NK90,EC:3
Q8NK90,EC:3.2
Q8NK90,EC:3.2.1
Q8NK90,EC:3.2.1.55
A2QT85,EC:3
A2QT85,EC:3.2
A2QT85,EC:3.2.1
A2QT85,EC:3.2.1.99
Q5BA96,EC:3
Q5BA96,EC:3.2
Q5BA96,EC:3.2.1
Q5BA96,EC:3.2.1.99
B8N803,EC:3
B8N803,EC:3.2
B8N803,EC:3.2.1
B8N803,EC:3.2.1.99
Q5AZC8,EC:3
Q5AZC8,EC:3.2
Q5AZC8,EC:3.2.1
Q5AZC8,EC:3.2.1.99
A1CN18,EC:3
A1CN18,EC:3.2
A1CN18,EC:3.2.1
A1CN18,EC:3.2.1.99
B8NMD3,EC:3
B8NMD3,EC:3.2
B8NMD3,EC:3.2.1
B8NMD3,EC:3.2.1.99
Q9RBG4,EC:1
Q9RBG4,EC:1.14
Q9RBG4,EC:1.14.12
Q9RBG4,EC:1.14.12.14
Q96GR2,EC:6
Q96GR2,EC:6.2
Q96GR2,EC:6.2.1
Q96GR2,EC:6.2.1.3
Q99PU5,EC:6
Q99PU5,EC:6.2
Q99PU5,EC:6.2.1
Q99PU5,EC:6.2.1.3
Q5FVE4,EC:6
Q5FVE4,EC:6.2
Q5FVE4,EC:6.2.1
Q5FVE4,EC:6.2.1.3
Q5FVE4,EC:6.2.1.15
A1L1K7,EC:6
A1L1K7,EC:6.2
A1L1K7,EC:6.2.1
A1L1K7,EC:6.2.1.3
A1L1K7,EC:6.2.1.15
Q8RIS8,EC:2
Q8RIS8,EC:2.7
Q8RIS8,EC:2.7.1
Q8RIS8,EC:2.7.1.188
Q9JRV8,EC:2
Q9JRV8,EC:2.1
Q9JRV8,EC:2.1.3
Q9JRV8,EC:2.1.3.15
Q82VP5,EC:2
Q82VP5,EC:2.1
Q82VP5,EC:2.1.3
Q82VP5,EC:2.1.3.15
A6Q1S1,EC:2
A6Q1S1,EC:2.1
A6Q1S1,EC:2.1.3
A6Q1S1,EC:2.1.3.15
B2J1L9,EC:2
B2J1L9,EC:2.1
B2J1L9,EC:2.1.3
B2J1L9,EC:2.1.3.15
Q8EPD5,EC:2
Q8EPD5,EC:2.1
Q8EPD5,EC:2.1.3
Q8EPD5,EC:2.1.3.15
A7HTW0,EC:2
A7HTW0,EC:2.1
A7HTW0,EC:2.1.3
A7HTW0,EC:2.1.3.15
B2SXP7,EC:2
B2SXP7,EC:2.1
B2SXP7,EC:2.1.3
B2SXP7,EC:2.1.3.15
B7VIQ2,EC:2
B7VIQ2,EC:2.1
B7VIQ2,EC:2.1.3
B7VIQ2,EC:2.1.3.15
A5F624,EC:2
A5F624,EC:2.1
A5F624,EC:2.1.3
A5F624,EC:2.1.3.15
Q8D2H6,EC:2
Q8D2H6,EC:2.1
Q8D2H6,EC:2.1.3
Q8D2H6,EC:2.1.3.15
Q3BVM0,EC:2
Q3BVM0,EC:2.1
Q3BVM0,EC:2.1.3
Q3BVM0,EC:2.1.3.15
B1WNK3,EC:2
B1WNK3,EC:2.1
B1WNK3,EC:2.1.3
B1WNK3,EC:2.1.3.15
Q2QD80,EC:2
Q2QD80,EC:2.1
Q2QD80,EC:2.1.3
Q2QD80,EC:2.1.3.15
A7M907,EC:2
A7M907,EC:2.1
A7M907,EC:2.1.3
A7M907,EC:2.1.3.15
Q9TLW3,EC:2
Q9TLW3,EC:2.1
Q9TLW3,EC:2.1.3
Q9TLW3,EC:2.1.3.15
Q47HQ3,EC:2
Q47HQ3,EC:2.1
Q47HQ3,EC:2.1.3
Q47HQ3,EC:2.1.3.15
B8FTK7,EC:2
B8FTK7,EC:2.1
B8FTK7,EC:2.1.3
B8FTK7,EC:2.1.3.15
A8LKN7,EC:2
A8LKN7,EC:2.1
A8LKN7,EC:2.1.3
A8LKN7,EC:2.1.3.15
Q3KF15,EC:2
Q3KF15,EC:2.1
Q3KF15,EC:2.1.3
Q3KF15,EC:2.1.3.15
Q87YI2,EC:2
Q87YI2,EC:2.1
Q87YI2,EC:2.1.3
Q87YI2,EC:2.1.3.15
A4VKF5,EC:2
A4VKF5,EC:2.1
A4VKF5,EC:2.1.3
A4VKF5,EC:2.1.3.15
A5WDG8,EC:2
A5WDG8,EC:2.1
A5WDG8,EC:2.1.3
A5WDG8,EC:2.1.3.15
E7FHP1,EC:6
E7FHP1,EC:6.2
E7FHP1,EC:6.2.1
E7FHP1,EC:6.2.1.13
Q57620,EC:2
Q57620,EC:2.3
Q57620,EC:2.3.1
Q57620,EC:2.3.1.169
A0A2I2F262,EC:2
A0A2I2F262,EC:2.3
A0A2I2F262,EC:2.3.1
A0A2I2F262,EC:0
P45857,EC:1
P45857,EC:1.3
P45857,EC:1.3.99
P45857,EC:0
O27745,EC:2
O27745,EC:2.3
O27745,EC:2.3.1
O27745,EC:2.3.1.169
Q7U0Y2,EC:1
Q7U0Y2,EC:1.3
Q7U0Y2,EC:1.3.99
Q7U0Y2,EC:0
Q7TTR4,EC:1
Q7TTR4,EC:1.2
Q7TTR4,EC:1.2.1
Q7TTR4,EC:1.2.1.87
Q7TTR4,EC:1.2.1.10
Q6D797,EC:1
Q6D797,EC:1.2
Q6D797,EC:1.2.1
Q6D797,EC:1.2.1.10
Q120P0,EC:1
Q120P0,EC:1.2
Q120P0,EC:1.2.1
Q120P0,EC:1.2.1.10
Q9KWS1,EC:1
Q9KWS1,EC:1.2
Q9KWS1,EC:1.2.1
Q9KWS1,EC:1.2.1.10
Q3IEN6,EC:1
Q3IEN6,EC:1.2
Q3IEN6,EC:1.2.1
Q3IEN6,EC:1.2.1.10
B2UJF2,EC:1
B2UJF2,EC:1.2
B2UJF2,EC:1.2.1
B2UJF2,EC:1.2.1.10
Q6LUQ1,EC:2
Q6LUQ1,EC:3
Q6LUQ1,EC:2.7
Q6LUQ1,EC:3.1
Q6LUQ1,EC:2.7.11
Q6LUQ1,EC:3.1.3
Q6LUQ1,EC:2.7.11.5
A1VJF1,EC:2
A1VJF1,EC:3
A1VJF1,EC:2.7
A1VJF1,EC:3.1
A1VJF1,EC:2.7.11
A1VJF1,EC:3.1.3
A1VJF1,EC:2.7.11.5
Q9I3W8,EC:2
Q9I3W8,EC:3
Q9I3W8,EC:2.7
Q9I3W8,EC:3.1
Q9I3W8,EC:2.7.11
Q9I3W8,EC:3.1.3
Q9I3W8,EC:2.7.11.5
Q1I6M7,EC:2
Q1I6M7,EC:3
Q1I6M7,EC:2.7
Q1I6M7,EC:3.1
Q1I6M7,EC:2.7.11
Q1I6M7,EC:3.1.3
Q1I6M7,EC:2.7.11.5
A5W024,EC:2
A5W024,EC:3
A5W024,EC:2.7
A5W024,EC:3.1
A5W024,EC:2.7.11
A5W024,EC:3.1.3
A5W024,EC:2.7.11.5
A4VMC4,EC:2
A4VMC4,EC:3
A4VMC4,EC:2.7
A4VMC4,EC:3.1
A4VMC4,EC:2.7.11
A4VMC4,EC:3.1.3
A4VMC4,EC:2.7.11.5
Q92081,EC:3
Q92081,EC:3.1
Q92081,EC:3.1.1
Q92081,EC:3.1.1.7
Q29499,EC:3
Q29499,EC:3.1
Q29499,EC:3.1.1
Q29499,EC:3.1.1.7
P04058,EC:3
P04058,EC:3.1
P04058,EC:3.1.1
P04058,EC:3.1.1.7
Q6I681,EC:1
Q6I681,EC:0
Q6I681,EC:0
Q6I681,EC:0
Q7XMK3,EC:1
Q7XMK3,EC:0
Q7XMK3,EC:0
Q7XMK3,EC:0
P12820,EC:3
P12820,EC:3.4
P12820,EC:3.4.15
P12820,EC:3.4.15.1
Q10714,EC:3
Q10714,EC:3.4
Q10714,EC:3.4.15
Q10714,EC:3.4.15.1
Q10715,EC:3
Q10715,EC:3.4
Q10715,EC:3.4.15
Q10715,EC:3.4.15.1
P12821,EC:3
P12821,EC:3.4
P12821,EC:3.4.15
P12821,EC:3.4.15.1
P09470,EC:3
P09470,EC:3.4
P09470,EC:3.4.15
P09470,EC:3.4.15.1
A5D6U8,EC:3
A5D6U8,EC:3.1
A5D6U8,EC:3.1.3
A5D6U8,EC:3.1.3.2
A8MJ27,EC:2
A8MJ27,EC:2.7
A8MJ27,EC:2.7.8
A8MJ27,EC:2.7.8.7
B4RXM9,EC:2
B4RXM9,EC:2.7
B4RXM9,EC:2.7.8
B4RXM9,EC:2.7.8.7
A7HCT8,EC:2
A7HCT8,EC:2.7
A7HCT8,EC:2.7.8
A7HCT8,EC:2.7.8.7
Q2GK71,EC:2
Q2GK71,EC:2.7
Q2GK71,EC:2.7.8
Q2GK71,EC:2.7.8.7
O66995,EC:2
O66995,EC:2.7
O66995,EC:2.7.8
O66995,EC:2.7.8.7
A0JZ20,EC:2
A0JZ20,EC:2.7
A0JZ20,EC:2.7.8
A0JZ20,EC:2.7.8.7
B3QR46,EC:2
B3QR46,EC:2.7
B3QR46,EC:2.7.8
B3QR46,EC:2.7.8.7
Q9Z8M5,EC:2
Q9Z8M5,EC:2.7
Q9Z8M5,EC:2.7.8
Q9Z8M5,EC:2.7.8.7
B0B9K8,EC:2
B0B9K8,EC:2.7
B0B9K8,EC:2.7.8
B0B9K8,EC:2.7.8.7
Q7NWB8,EC:2
Q7NWB8,EC:2.7
Q7NWB8,EC:2.7.8
Q7NWB8,EC:2.7.8.7
B5EI15,EC:2
B5EI15,EC:2.7
B5EI15,EC:2.7.8
B5EI15,EC:2.7.8.7
A6M302,EC:2
A6M302,EC:2.7
A6M302,EC:2.7.8
A6M302,EC:2.7.8.7
B2TQY6,EC:2
B2TQY6,EC:2.7
B2TQY6,EC:2.7.8
B2TQY6,EC:2.7.8.7
Q2KAE5,EC:2
Q2KAE5,EC:2.7
Q2KAE5,EC:2.7.8
Q2KAE5,EC:2.7.8.7
A5VD51,EC:2
A5VD51,EC:2.7
A5VD51,EC:2.7.8
A5VD51,EC:2.7.8.7
B6IN03,EC:2
B6IN03,EC:2.7
B6IN03,EC:2.7.8
B6IN03,EC:2.7.8.7
Q2IWU7,EC:2
Q2IWU7,EC:2.7
Q2IWU7,EC:2.7.8
Q2IWU7,EC:2.7.8.7
Q6N6C3,EC:2
Q6N6C3,EC:2.7
Q6N6C3,EC:2.7.8
Q6N6C3,EC:2.7.8.7
A8GP44,EC:2
A8GP44,EC:2.7
A8GP44,EC:2.7.8
A8GP44,EC:2.7.8.7
B3E694,EC:2
B3E694,EC:2.7
B3E694,EC:2.7.8
B3E694,EC:2.7.8.7
A1WKY6,EC:2
A1WKY6,EC:2.7
A1WKY6,EC:2.7.8
A1WKY6,EC:2.7.8.7
A5CWJ8,EC:2
A5CWJ8,EC:2.7
A5CWJ8,EC:2.7.8
A5CWJ8,EC:2.7.8.7
Q9KPB6,EC:2
Q9KPB6,EC:2.7
Q9KPB6,EC:2.7.8
Q9KPB6,EC:2.7.8.7
Q7MHP2,EC:2
Q7MHP2,EC:2.7
Q7MHP2,EC:2.7.8
Q7MHP2,EC:2.7.8.7
Q73GW5,EC:2
Q73GW5,EC:2.7
Q73GW5,EC:2.7.8
Q73GW5,EC:2.7.8.7
B3CL63,EC:2
B3CL63,EC:2.7
B3CL63,EC:2.7.8
B3CL63,EC:2.7.8.7
Q336V5,EC:1
Q336V5,EC:1.20
Q336V5,EC:1.20.4
Q336V5,EC:1.20.4.1
P9WQD0,EC:6
P9WQD0,EC:6.2
P9WQD0,EC:6.2.1
P9WQD0,EC:6.2.1.1
Q0AFF1,EC:6
Q0AFF1,EC:6.2
Q0AFF1,EC:6.2.1
Q0AFF1,EC:6.2.1.1
Q93LL2,EC:6
Q93LL2,EC:6.2
Q93LL2,EC:6.2.1
Q93LL2,EC:6.2.1.1
A7HSR8,EC:6
A7HSR8,EC:6.2
A7HSR8,EC:6.2.1
A7HSR8,EC:6.2.1.1
Q9CMW1,EC:6
Q9CMW1,EC:6.2
Q9CMW1,EC:6.2.1
Q9CMW1,EC:6.2.1.1
Q6LLZ1,EC:6
Q6LLZ1,EC:6.2
Q6LLZ1,EC:6.2.1
Q6LLZ1,EC:6.2.1.1
Q9F7R5,EC:6
Q9F7R5,EC:6.2
Q9F7R5,EC:6.2.1
Q9F7R5,EC:6.2.1.1
Q885K7,EC:6
Q885K7,EC:6.2
Q885K7,EC:6.2.1
Q885K7,EC:6.2.1.1
C5NN19,EC:4
C5NN19,EC:4.2
C5NN19,EC:4.2.1
C5NN19,EC:0
Q21YG7,EC:3
Q21YG7,EC:3.6
Q21YG7,EC:3.6.1
Q21YG7,EC:3.6.1.7
O35674,EC:3
O35674,EC:3.4
O35674,EC:3.4.24
O35674,EC:0
Q5Z856,EC:2
Q5Z856,EC:2.6
Q5Z856,EC:2.6.1
Q5Z856,EC:2.6.1.85
Q6TAS3,EC:2
Q6TAS3,EC:2.6
Q6TAS3,EC:2.6.1
Q6TAS3,EC:2.6.1.85
P72539,EC:2
P72539,EC:2.6
P72539,EC:2.6.1
P72539,EC:2.6.1.85
P37254,EC:2
P37254,EC:2.6
P37254,EC:2.6.1
P37254,EC:2.6.1.85
P19754,EC:4
P19754,EC:4.6
P19754,EC:4.6.1
P19754,EC:4.6.1.1
O88444,EC:4
O88444,EC:4.6
O88444,EC:4.6.1
O88444,EC:4.6.1.1
P26769,EC:4
P26769,EC:4.6
P26769,EC:4.6.1
P26769,EC:4.6.1.1
Q8VHH7,EC:4
Q8VHH7,EC:4.6
Q8VHH7,EC:4.6.1
Q8VHH7,EC:4.6.1.1
A2RH76,EC:3
A2RH76,EC:3.6
A2RH76,EC:3.1
A2RH76,EC:3.6.4
A2RH76,EC:3.6.4.12
A9KTE7,EC:3
A9KTE7,EC:3.6
A9KTE7,EC:3.1
A9KTE7,EC:3.6.4
A9KTE7,EC:3.6.4.12
Q38X70,EC:3
Q38X70,EC:3.6
Q38X70,EC:3.1
Q38X70,EC:3.6.4
Q38X70,EC:3.6.4.12
Q03W48,EC:3
Q03W48,EC:3.6
Q03W48,EC:3.1
Q03W48,EC:3.6.4
Q03W48,EC:3.6.4.12
Q1WRR9,EC:3
Q1WRR9,EC:3.6
Q1WRR9,EC:3.1
Q1WRR9,EC:3.6.4
Q1WRR9,EC:3.6.4.12
A5VHK1,EC:3
A5VHK1,EC:3.6
A5VHK1,EC:3.1
A5VHK1,EC:3.6.4
A5VHK1,EC:3.6.4.12
A0AL19,EC:3
A0AL19,EC:3.6
